"File","Type","Constant","OriginalValue","Value1","Value2","Value3","Value4","Value5","Value6","Description"
"src\Battlescape\PlayerFactionPlanner.cpp","int","PLAYER_AI_REJECT_SCORE","-100000","-50000","-75000","-90000","-110000","-125000","-150000","Sentinel-score для невозможного назначения."
"src\Battlescape\PlayerFactionPlanner.cpp","int","PLAYER_AI_MIN_PRESSURE_ACCURACY","30","21","26","25","35","34","39","Минимальная точность, используемая при оценке pressure оружия."
"src\Battlescape\PlayerFactionPlanner.cpp","int","PLAYER_AI_PRESSURE_PERCENT","100","80","90","95","105","110","120","База процентной формулы expected pressure."
"src\Battlescape\PlayerFactionPlanner.cpp","int","PLAYER_AI_MELEE_CLOSE_RANGE","3","2","4","1","5","0","6","Дистанция, на которой melee-актеру выгодна цель."
"src\Battlescape\PlayerFactionPlanner.cpp","int","PLAYER_AI_MELEE_CLOSE_ASSIGNMENT_BONUS","45","22","34","40","50","56","68","Бонус melee-назначения по близкой цели."
"src\Battlescape\PlayerFactionPlanner.cpp","int","PLAYER_AI_MELEE_FAR_ASSIGNMENT_PENALTY","60","30","45","54","66","75","90","Штраф melee-назначения по дальней цели."
"src\Battlescape\PlayerFactionPlanner.cpp","int","PLAYER_AI_CAN_SHOOT_ASSIGNMENT_BONUS","150","75","112","135","165","188","225","Бонус назначения цели, по которой юнит уже может стрелять."
"src\Battlescape\PlayerFactionPlanner.cpp","int","PLAYER_AI_CAN_SEE_ASSIGNMENT_BONUS","30","15","22","27","33","38","45","Бонус назначения цели, которую юнит видит."
"src\Battlescape\PlayerFactionPlanner.cpp","int","PLAYER_AI_UNSEEN_VISIBLE_CONTACT_PENALTY","80","40","60","72","88","100","120","Штраф назначения видимого фракции контакта юниту без своей видимости."
"src\Battlescape\PlayerFactionPlanner.cpp","int","PLAYER_AI_WOUNDED_HEALTH_LIMIT","35","18","26","34","36","44","52","Health, ниже которого цель считается раненой для фокуса."
"src\Battlescape\PlayerFactionPlanner.cpp","int","PLAYER_AI_WOUNDED_ASSIGNMENT_BONUS","65","32","49","58","72","81","98","Бонус добивания раненой цели."
"src\Battlescape\PlayerFactionPlanner.cpp","int","PLAYER_AI_WOUNDED_OVERFOCUS_PENALTY","25","12","19","22","28","31","38","Штраф за каждого уже назначенного на раненую цель."
"src\Battlescape\PlayerFactionPlanner.cpp","int","PLAYER_AI_NORMAL_OVERFOCUS_PENALTY","35","18","26","32","38","44","52","Штраф за каждого уже назначенного на обычную цель."
"src\Battlescape\PlayerFactionPlanner.cpp","int","PLAYER_AI_VISIBLE_BY_FOCUS_BONUS","20","10","15","18","22","25","30","Focus score за каждого союзника, который видит цель."
"src\Battlescape\PlayerFactionPlanner.cpp","int","PLAYER_AI_CAN_SHOOT_BY_FOCUS_BONUS","35","18","26","32","38","44","52","Focus score за каждого союзника, который может стрелять по цели."
"src\Battlescape\PlayerFactionPlanner.cpp","int","PLAYER_AI_HIDDEN_CONTACT_LIMIT","3","1","2","4","5","6","8","Максимум hidden contacts, которые planner сохраняет без видимых врагов."
"src\Battlescape\PlayerFactionPlanner.cpp","int","PLAYER_AI_HIDDEN_FOCUS_BASE_PENALTY","90","88","89","91","92","93","95","Базовый штраф focus score для hidden contact."
"src\Battlescape\PlayerFactionPlanner.cpp","int","PLAYER_AI_HIDDEN_DISTANCE_PENALTY","2","1","3","4","5","7","6","Штраф hidden contact за дистанцию до ближайшего союзника."
"src\Battlescape\PlayerFactionPlanner.cpp","int","PLAYER_AI_HIDDEN_THREAT_SCALE_NUM","2","1","3","4","5","7","6","Числитель снижения threat hidden contact."
"src\Battlescape\PlayerFactionPlanner.cpp","int","PLAYER_AI_HIDDEN_THREAT_SCALE_DEN","3","1","2","4","5","6","8","Знаменатель снижения threat hidden contact."
"src\Battlescape\PlayerFactionPlanner.cpp","int","PLAYER_AI_ROOM_CONTACT_THREAT_BONUS","20","14","17","15","25","23","26","Базовый бонус угрозы за контакт в закрытой комнате."
"src\Battlescape\PlayerFactionPlanner.cpp","int","PLAYER_AI_ROOM_EXTRA_ENEMY_THREAT_BONUS","45","31","38","40","50","52","58","Бонус угрозы за каждого дополнительного врага в комнате."
"src\Battlescape\PlayerFactionPlanner.cpp","int","PLAYER_AI_ROOM_CONTROLLED_OPENING_LIMIT","2","1","3","0","4","5","6","Двери/окна, ниже которых комната считается контролируемой/узкой."
"src\Battlescape\PlayerFactionPlanner.cpp","int","PLAYER_AI_HALL_EXTRA_ENEMY_THREAT_BONUS","20","14","17","15","25","23","26","Бонус угрозы за дополнительных врагов в hall/open zone."
"src\Battlescape\PlayerFactionPlanner.cpp","int","PLAYER_AI_LATE_HUNT_TURN","50","25","38","49","51","62","75","Ход, после которого включается late hunt при малом числе hostile."
"src\Battlescape\PlayerFactionPlanner.cpp","int","PLAYER_AI_HIDDEN_ASSIGN_ALL_TURN","16","14","15","17","18","19","21","Ход, после которого hidden target можно назначать всему отряду."
"src\Battlescape\PlayerFactionPlanner.cpp","int","PLAYER_AI_DANGEROUS_VISIBLE_THREAT","130","91","110","125","135","150","169","Threat видимой цели, позволяющий поднять лимит назначенных стрелков."
"src\Battlescape\PlayerFactionPlanner.cpp","int","PLAYER_AI_MANY_ENEMIES_MIN","5","2","4","6","8","3","7","Минимум hostile для режима many-enemies pressure."
"src\Battlescape\PlayerFactionPlanner.cpp","int","PLAYER_AI_OUTNUMBERED_MARGIN","2","1","3","0","4","5","6","Насколько hostile должны превосходить союзников для outnumbered."
"src\Battlescape\PlayerFactionPlanner.cpp","int","PLAYER_AI_BADLY_EXPOSED_MIN_ALLIES","2","1","3","0","4","5","6","Минимум засвеченных союзников для squadBadlyExposed."
"src\Battlescape\PlayerFactionPlanner.cpp","int","PLAYER_AI_BADLY_EXPOSED_DIVISOR","3","1","2","4","5","6","8","Доля отряда, засветка которой считается badly exposed."
"src\Battlescape\PlayerFactionPlanner.cpp","int","PLAYER_AI_LAST_ENEMY_LIMIT","2","1","3","0","4","5","6","Число hostile, при котором включается hunt-last-enemy."
"src\Battlescape\PlayerFactionPlanner.cpp","int","PLAYER_AI_EARLY_PRESSURE_TURN_LIMIT","2","1","3","0","4","5","6","Последний ход early hidden pressure."
"src\Battlescape\PlayerFactionPlanner.cpp","int","PLAYER_AI_EARLY_PRESSURE_MIN_ALLIES","5","2","4","6","8","3","7","Минимум активных союзников для early hidden pressure."
"src\Battlescape\PlayerFactionPlanner.cpp","int","PLAYER_AI_SURVIVAL_ALLY_LIMIT","3","2","4","1","5","0","6","Размер отряда, при котором survive включается без доп. условий."
"src\Battlescape\PlayerFactionPlanner.cpp","int","PLAYER_AI_SURVIVAL_WOUNDED_DIVISOR","4","2","3","5","6","7","9","Доля раненых, после которой outnumbered считается survival pressure."
"src\Battlescape\PlayerFactionPlanner.cpp","int","PLAYER_AI_LATE_SURVIVAL_TURN","2","1","3","0","4","5","6","После этого хода включается late outnumbered pressure."
"src\Battlescape\PlayerFactionPlanner.cpp","int","PLAYER_AI_LATE_SURVIVAL_HOSTILE_MARGIN","5","2","4","6","8","3","7","Перевес hostile для late outnumbered pressure."
"src\Battlescape\PlayerFactionPlanner.cpp","int","PLAYER_AI_ASSIGNMENT_DISTANCE_PENALTY","3","2","4","1","5","0","6","Штраф score назначения за каждую клетку дистанции до цели."
"src\Battlescape\PlayerFactionPlanner.cpp","int","PLAYER_AI_SMALL_VISIBLE_CONTACT_LIMIT","2","1","3","0","4","5","6","Количество видимых контактов, которое planner считает малым."
"src\Battlescape\PlayerFactionPlanner.cpp","int","PLAYER_AI_SIEGE_ROOM_CONTACT_LIMIT","2","1","3","0","4","5","6","Минимум комнатных контактов для явного siege-room режима."
"src\Battlescape\PlayerFactionPlanner.cpp","int","PLAYER_AI_HOLD_REACTION_HOSTILE_LIMIT","6","3","4","5","7","8","9","Число hostile, после которого малый видимый контакт удерживается reaction-режимом."
"src\Battlescape\PlayerFactionPlanner.cpp","int","PLAYER_AI_VISIBLE_MIN_ASSIGNEES","3","2","4","1","5","0","6","Минимум бойцов, которых можно назначить на видимую цель."
"src\Battlescape\PlayerFactionPlanner.cpp","int","PLAYER_AI_VISIBLE_EXTRA_ASSIGNEE_DIVISOR","2","1","3","4","5","7","6","Доля видящих, но не стреляющих союзников, добавляемая к лимиту видимой цели."
"src\Battlescape\PlayerFactionPlanner.cpp","int","PLAYER_AI_HIDDEN_BLIND_ASSIGNEE_LIMIT","3","1","2","4","5","6","8","Лимит назначений на hidden contact без видящих/стреляющих союзников."
"src\Battlescape\PlayerFactionPlanner.cpp","int","PLAYER_AI_HIDDEN_SEEN_ASSIGNEE_LIMIT","5","3","4","6","7","8","10","Лимит назначений на hidden contact с косвенной видимостью/линией огня."
"src\Battlescape\PlayerFactionPlanner.cpp","int","PLAYER_AI_HIDDEN_SURVIVE_ASSIGNEE_LIMIT","2","1","3","4","5","7","6","Лимит hidden assignments в survival-режиме."
"src\Battlescape\PlayerFactionPlanner.cpp","int","PLAYER_AI_HIDDEN_DEFENSIVE_ASSIGNEE_LIMIT","4","2","3","5","6","7","9","Лимит hidden assignments в defend/hold режимах."
"src\Battlescape\PlayerFactionPlanner.cpp","int","PLAYER_AI_SIEGE_HIDDEN_ASSIGNEE_LIMIT","5","3","4","6","7","8","10","Лимит hidden assignments при siege-room стратегии."
"src\Battlescape\PlayerFactionPlanner.cpp","int","PLAYER_AI_DANGEROUS_VISIBLE_ASSIGNEE_LIMIT","5","2","4","6","8","3","7","Минимальный лимит назначений на опасную видимую цель."
"src\Battlescape\PlayerFactionPlanner.cpp","int","PLAYER_AI_WOUNDED_ASSIGNEE_LIMIT","6","3","4","5","7","8","9","Минимальный лимит назначений на раненую цель для добивания."
